id,alias,name,url,review_count,categories,rating,transactions,price,phone,latitude,longitude,display_address,address1,address2,address3,city,zip_code,state,country
FKjAriOhhGZJSlkqrk8zWg,i-milky-沐白-new-york-3,I Milky 沐白,https://www.yelp.com/biz/i-milky-%E6%B2%90%E7%99%BD-new-york-3?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,107,Bubble Tea/Japanese/Juice Bars & Smoothies,4.5,delivery/pickup,$,+12122396712,40.7513413,-73.9864468,"992 6th Ave New York, NY 10018",992 6th Ave,,,New York,10018,NY,US
DjKAV1M7HWGGyzsfqUrcFw,debutea-new-york,Debutea,https://www.yelp.com/biz/debutea-new-york?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,193,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,4.0,delivery/pickup,$,+16467670147,40.729188,-73.9993244,"217 Thompson St New York, NY 10012",217 Thompson St,,,New York,10012,NY,US
Q3fmTHT7zilDWtfzLK9lMA,truedan-new-york-3,Truedan,https://www.yelp.com/biz/truedan-new-york-3?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,34,Bubble Tea,4.5,delivery/pickup,,+16465592886,40.7191742,-73.9962197,"208 Grand St New York, NY 10013",208 Grand St,,,New York,10013,NY,US
IGHPLcSqPNnPuULrRwGq6A,hello-always-tea-new-york,Hello Always Tea,https://www.yelp.com/biz/hello-always-tea-new-york?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,85,Bubble Tea,5.0,delivery/pickup,$,+16464916460,40.726534,-73.9907736,"60 E 4th St New York, NY 10003",60 E 4th St,,,New York,10003,NY,US
6wik3tA4cRw7NA9KvNHidw,kung-fu-tea-brooklyn-3,Kung Fu Tea,https://www.yelp.com/biz/kung-fu-tea-brooklyn-3?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,110,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,4.0,delivery/pickup,$,+13472940232,40.6894028198824,-73.9860078509186,"40 Hoyt St Brooklyn, NY 11201",40 Hoyt St,,,Brooklyn,11201,NY,US
GSiyCwjt4nN0_ArECoqe3g,ho-ho-té-new-york-2,Ho Ho Té,https://www.yelp.com/biz/ho-ho-t%C3%A9-new-york-2?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,106,Bubble Tea,4.0,delivery/pickup,,,40.7614,-73.98698,"805 8th Ave New York, NY 10019",805 8th Ave,,,New York,10019,NY,US
AYjVpQ5jYz5gJJqXh_B_CA,teado-tea-shop-new-york-6,Teado Tea Shop,https://www.yelp.com/biz/teado-tea-shop-new-york-6?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,360,Coffee & Tea/Juice Bars & Smoothies/Bubble Tea,4.5,,$,+12122267687,40.7172143,-73.9949616,"145D Hester St New York, NY 10002",145D Hester St,,,New York,10002,NY,US
F75DscjOOrbmL00_HAuwzg,brew-memories-brooklyn,Brew Memories,https://www.yelp.com/biz/brew-memories-brooklyn?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,21,Coffee & Tea/Bubble Tea/Breakfast & Brunch,5.0,,,+13479873954,40.667755,-73.980522,"295 7th Ave Brooklyn, NY 11215",295 7th Ave,,,Brooklyn,11215,NY,US
_0JyovookSBUGzPoMaZi2A,initial-tea-brooklyn-3,Initial Tea,https://www.yelp.com/biz/initial-tea-brooklyn-3?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,47,Desserts/Bubble Tea/Ice Cream & Frozen Yogurt,5.0,delivery/pickup,$,+13472404648,40.69076,-73.95842,"467 Dekalb Ave Brooklyn, NY 11205",467 Dekalb Ave,,,Brooklyn,11205,NY,US
bn0zZ9nT_j1INOwfpxWmEw,tiger-sugar-flushing,Tiger Sugar,https://www.yelp.com/biz/tiger-sugar-flushing?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,684,Bubble Tea/Desserts/Coffee & Tea,4.0,delivery/pickup,$,+13477324001,40.75918,-73.83041,"4010 Main St Ste A Flushing, NY 11354",4010 Main St,Ste A,,Flushing,11354,NY,US
7Dp291PAk4ufpk6iQJpwsw,mi-tea-new-york-4,Mi Tea,https://www.yelp.com/biz/mi-tea-new-york-4?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,63,Bubble Tea,4.5,delivery/pickup,$,+12123803998,40.72965,-74.00092,"101 MacDougal St New York, NY 10012",101 MacDougal St,,,New York,10012,NY,US
jYjJNB9qlmd6dbYZBaDjfw,biao-sugar-new-york,BIAO Sugar,https://www.yelp.com/biz/biao-sugar-new-york?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,154,Bubble Tea,4.0,delivery/pickup,$,+13476301794,40.7483,-73.98847,"1271 Broadway New York, NY 10001",1271 Broadway,,,New York,10001,NY,US
Z5XlmY9aLDsXaFteykA3XA,möge-tee-greenwich-village-new-york-4,Möge Tee Greenwich Village,https://www.yelp.com/biz/m%C3%B6ge-tee-greenwich-village-new-york-4?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,26,Bubble Tea/Coffee & Tea,5.0,delivery/pickup,,+16468610200,40.728499,-74.000475,"168 Bleecker St New York, NY 10012",168 Bleecker St,,,New York,10012,NY,US
SqVHETmH6bf3rPKmdftvvw,ten-rens-tea-time-new-york-2,Ten Ren's Tea Time,https://www.yelp.com/biz/ten-rens-tea-time-new-york-2?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,643,Bubble Tea,4.0,,$,+12127327178,40.7163819,-73.9982683,"73 Mott St New York, NY 10013",73 Mott St,,,New York,10013,NY,US
W2B8KfNllQqIv_TyfCv85Q,gong-cha-new-york-9,Gong Cha,https://www.yelp.com/biz/gong-cha-new-york-9?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,418,Bubble Tea,4.0,delivery/pickup,$,+12123982716,40.7523752091444,-73.98557536304,"75 W 38th St New York, NY 10018",75 W 38th St,,,New York,10018,NY,US
yr5X9nqEFfCdJ7NQ7vazNw,boba-dumbo-brooklyn,Boba Dumbo,https://www.yelp.com/biz/boba-dumbo-brooklyn?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,15,Bubble Tea/Ice Cream & Frozen Yogurt/Coffee & Tea,4.0,delivery/pickup,,+13479160515,40.703444,-73.986868,"52 Jay St Brooklyn, NY 11201",52 Jay St,,,Brooklyn,11201,NY,US
7ov7U0U9UbzRjlLw7wL9bg,the-teapsy-new-york-astoria,The Teapsy New York,https://www.yelp.com/biz/the-teapsy-new-york-astoria?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,161,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,4.5,delivery/pickup,$$,+19293280090,40.7658014094971,-73.9191635864046,"33-17 30th Ave Astoria, NY 11103",33-17 30th Ave,,,Astoria,11103,NY,US
gMVFC--iXd29dM6QTMbp3w,yi-fang-taiwan-fruit-tea-long-island-city,Yi Fang Taiwan Fruit Tea,https://www.yelp.com/biz/yi-fang-taiwan-fruit-tea-long-island-city?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,86,Bubble Tea/Tea Rooms,4.0,delivery/pickup,$,+13477384143,40.74782,-73.94769,"44-68 21st St Long Island City, NY 11101",44-68 21st St,,,Long Island City,11101,NY,US
bxCjNLVDQggNTbpviV0RMw,lazy-sundaes-new-york-3,Lazy Sundaes,https://www.yelp.com/biz/lazy-sundaes-new-york-3?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,1,Cafes/Bubble Tea/Shaved Ice,5.0,delivery/pickup,,,40.7189689,-74.0006772,"261 Canal St New York, NY 10013",261 Canal St,,,New York,10013,NY,US
SU4eCPWGHu-mrgzU9zWQdw,moge-tee-bayside-bayside,Moge Tee - Bayside,https://www.yelp.com/biz/moge-tee-bayside-bayside?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,64,Coffee & Tea/Bubble Tea,4.5,delivery/pickup,,+13478368831,40.760879,-73.769338,"4319 Bell Blvd Bayside, NY 11364",4319 Bell Blvd,,,Bayside,11364,NY,US
ePZjA9S2xD6ZKpTfaH3Irg,gong-cha-brooklyn,Gong Cha,https://www.yelp.com/biz/gong-cha-brooklyn?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,53,Bubble Tea,4.0,delivery/pickup,$,+19179091207,40.69147,-73.98643,"156 Lawrence St Brooklyn, NY 11201",156 Lawrence St,,,Brooklyn,11201,NY,US
WxNlqGSsj_2TCodkx9Sa4A,vivi-bubble-tea-new-york-6,Vivi Bubble Tea,https://www.yelp.com/biz/vivi-bubble-tea-new-york-6?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,642,Bubble Tea,4.0,delivery/pickup,$,+12125666833,40.715099,-73.997535,"49 Bayard St New York, NY 10013",49 Bayard St,,,New York,10013,NY,US
wxlMX0tqhl8jK-FOt_1S-A,kung-fu-tea-new-york-31,Kung Fu Tea,https://www.yelp.com/biz/kung-fu-tea-new-york-31?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,388,Coffee & Tea/Bubble Tea/Juice Bars & Smoothies,4.0,,$,+16462884936,40.717113,-73.994558,"73 Chrystie St New York, NY 10002",73 Chrystie St,,,New York,10002,NY,US
ZLxXNFrH41z1rlteg9ORlw,möge-tee-long-island-city,Möge Tee,https://www.yelp.com/biz/m%C3%B6ge-tee-long-island-city?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,99,Bubble Tea/Coffee & Tea,4.0,delivery/pickup,$$,+15184180137,40.7497805,-73.9415148,"42-32 Crescent St Long Island City, NY 11101",42-32 Crescent St,,,Long Island City,11101,NY,US
Hm69skfQVxxToBm_VeZuVg,trutea-new-york,Trutea,https://www.yelp.com/biz/trutea-new-york?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,6,Bubble Tea,5.0,delivery/pickup,,+12123816193,40.735794,-73.992516,"7 E 14th St New York, NY 10003",7 E 14th St,,,New York,10003,NY,US
z6tXIo_91n3GiBM-ySsgIQ,kung-fu-tea-new-york-35,Kung Fu Tea,https://www.yelp.com/biz/kung-fu-tea-new-york-35?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,245,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,4.5,delivery,$,+19172854285,40.72885,-73.98857,"28 St Marks Pl New York, NY 10003",28 St Marks Pl,,,New York,10003,NY,US
uvwqQxkyBr4jqkQqRC20Pw,moge-tee-new-york-15,Moge Tee,https://www.yelp.com/biz/moge-tee-new-york-15?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,11,Bubble Tea,4.5,delivery/pickup,,+16463705846,40.73646,-73.97908,"379 First Ave New York, NY 10010",379 First Ave,,,New York,10010,NY,US
dnhEMFIYnkF0ke5oWv9hMg,bambu-new-york,BAMBU,https://www.yelp.com/biz/bambu-new-york?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,46,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,4.5,delivery/pickup,,+13479488892,40.71697,-73.99471,"124B Hester St New York, NY 10002",124B Hester St,,,New York,10002,NY,US
uqzVqsDfrsH2mWVGn_yOSQ,patea-new-york-3,PaTea,https://www.yelp.com/biz/patea-new-york-3?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,232,Bubble Tea/Tea Rooms,4.0,delivery/pickup,$,+19178622691,40.73306,-73.98589,"227 E 14th St New York, NY 10003",227 E 14th St,,,New York,10003,NY,US
klzdTECPbygKiJx4eSPFDg,the-whale-tea-new-york,The Whale Tea,https://www.yelp.com/biz/the-whale-tea-new-york?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,6,Bubble Tea,4.5,pickup/delivery,,+16466929990,40.733212,-73.986249,"209 E 14th St New York, NY 10003",209 E 14th St,,,New York,10003,NY,US
iG6_dHAJcnz9-0CLjceHWQ,kung-fu-tea-new-york-17,Kung Fu Tea,https://www.yelp.com/biz/kung-fu-tea-new-york-17?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,110,Bubble Tea/Coffee & Tea/Juice Bars & Smoothies,4.0,,$,+19176756987,40.764001,-73.959104,"1219 1st Ave New York, NY 10065",1219 1st Ave,,,New York,10065,NY,US
SUnZMrSi-3SKw_hSEMjNQw,u-tea-new-york,U Tea,https://www.yelp.com/biz/u-tea-new-york?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,31,Juice Bars & Smoothies/Coffee & Tea/Bubble Tea,4.5,pickup/delivery,,+19172612959,40.710478,-74.0077673,"139 Fulton St New York, NY 10038",139 Fulton St,,,New York,10038,NY,US
o9WQ9PilJE1x1OaRc8LFng,koi-thé-new-york,KOI Thé,https://www.yelp.com/biz/koi-th%C3%A9-new-york?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,84,Bubble Tea/Tea Rooms,4.0,pickup/delivery,$$,+16464550655,40.72932,-74.00126,"189 Bleecker St New York, NY 10012",189 Bleecker St,,,New York,10012,NY,US
lE-SOH9bN462YiKvyBTpsg,song-tea-flushing,Song Tea,https://www.yelp.com/biz/song-tea-flushing?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,13,Bubble Tea,5.0,pickup/delivery,,+17188868254,40.760441,-73.830381,"38-21 Main St Flushing, NY 12354",38-21 Main St,,,Flushing,12354,NY,US
1ztRKl0Iqpm2ILh1e3YIUw,tidal-tea-manhattan,Tidal Tea,https://www.yelp.com/biz/tidal-tea-manhattan?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,61,Bubble Tea,4.5,pickup/delivery,$,+16467264868,40.819199,-73.95243,"1520 Amsterdam Ave Manhattan, NY 10031",1520 Amsterdam Ave,,,Manhattan,10031,NY,US
lfXtOthYRtWfVLevtNndww,gotcha-cafe-brooklyn,Gotcha Cafe,https://www.yelp.com/biz/gotcha-cafe-brooklyn?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,38,Bubble Tea,4.5,pickup/delivery,$,+13477897878,40.6081742507666,-74.0047300234437,"1712 86th St Brooklyn, NY 11214",1712 86th St,,,Brooklyn,11214,NY,US
Zz4UZSodpCcfIUGO7XYl4A,culture-tea-bar-new-york,Culture Tea Bar,https://www.yelp.com/biz/culture-tea-bar-new-york?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,109,Bubble Tea/Bakeries/Tea Rooms,4.0,,$,+12126626096,40.81293,-73.96064,"3111 Broadway New York, NY 10027",3111 Broadway,,,New York,10027,NY,US
g49LgowVuYK3mNFAU75cww,vivi-bubble-tea-brooklyn-5,Vivi Bubble Tea,https://www.yelp.com/biz/vivi-bubble-tea-brooklyn-5?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,41,Bubble Tea,4.0,pickup/delivery,$,+13473293111,40.6906,-73.99178,"113 Court St Ste A Brooklyn, NY 11201",113 Court St,Ste A,,Brooklyn,11201,NY,US
RW1PyIjuGQfLCAhK0lhxnQ,tiger-sugar-brooklyn,Tiger Sugar,https://www.yelp.com/biz/tiger-sugar-brooklyn?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,160,Coffee & Tea/Bubble Tea/Desserts,4.0,pickup/delivery,$,+17184382358,40.6358699982869,-74.0089598670602,"5903 8th Ave Brooklyn, NY 11220",5903 8th Ave,,,Brooklyn,11220,NY,US
39Kh4gLoKMKUYNhOXbm3ow,one-zo-new-york-new-york,One Zo - New York,https://www.yelp.com/biz/one-zo-new-york-new-york?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,52,Bubble Tea,4.0,,$,,40.7328790403907,-73.9877050369978,"110 3rd Ave New York, NY 10003",110 3rd Ave,,,New York,10003,NY,US
V5AlaGTK6zyTlOojyKqGkw,möge-tee-new-york-2,Möge Tee,https://www.yelp.com/biz/m%C3%B6ge-tee-new-york-2?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,92,Bubble Tea,4.0,,$,+16468580257,40.7153871398041,-73.9936737773865,"90 Canal St New York, NY 10002",90 Canal St,,,New York,10002,NY,US
vu3pG38Wdyr7aFuuJVgqyw,vivi-bubble-tea-new-york-9,ViVi Bubble Tea,https://www.yelp.com/biz/vivi-bubble-tea-new-york-9?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,290,Bubble Tea,3.5,pickup/delivery,$,+12129560288,40.7593397667085,-73.9921604184253,"607 9th Ave New York, NY 10036",607 9th Ave,,,New York,10036,NY,US
eLyC22lOMqYXdSzsTONuyA,teazzi-tea-shop-flushing,Teazzi Tea Shop,https://www.yelp.com/biz/teazzi-tea-shop-flushing?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,17,Bubble Tea,3.5,pickup/delivery,,,40.76058,-73.83213,"135-17 38th Ave Flushing, NY 11354",135-17 38th Ave,,,Flushing,11354,NY,US
T-LIITEQxff_2hH1hA21bQ,kung-fu-tea-new-york-10,Kung Fu Tea,https://www.yelp.com/biz/kung-fu-tea-new-york-10?adjust_creative=SxGxfJGy9pXRgCNHTRDeBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SxGxfJGy9pXRgCNHTRDeBA,206,Bubble Tea/Juice Bars & Smoothies/Coffee & Tea,4.5,,$,+12126774517,40.730662,-73.995386833,"31 Waverly Pl Unit 5 New York, NY 10003",31 Waverly Pl,Unit 5,,New York,10003,NY,US
